image_name,question,answer
000000010976.jpg,những biển ghi giá được treo ở đâu ?,ở trên quầy bán trái cây
000000007626.jpg,loại trái cây màu xanh lá nào được bán cạnh chỗ bán lá dong ?,chuối được bán cạnh chỗ bán lá dong
000000009676.jpg,nhân ngày khai trương thì cửa hàng này trao tặng khách hàng thứ gì ?,bóng bay
000000006041.jpg,cô gái đang đứng ở khu vực nào ?,cô gái đang đứng trong một vườn trái cây
000000000863.jpg,đây là đường gì ?,đường phan đình phùng
000000009335.jpg,chương trình giao lưu hũu nghị quốc tế này được tổ chức khi nào ?,chương trình giao lưu hữu nghị quốc tế này được tổ chức vào xuân 2019
000000002673.jpg,tấm biển tròn ám chỉ điều gì ?,tốc độ tối đa cho phép là 20 km / h
000000005863.jpg,chiếc ba lô màu đen được đặt ở vị trí nào ?,chiếc ba lô được đặt phía sau hai người đàn ông áo trắng
000000008613.jpg,những người ở đây đứng cạnh các quầy hàng để làm gì ?,mua sắm rau củ
000000009436.jpg,có bao nhiêu người đang đứng ở bên ngoài cây xăng ?,có hai người
000000001442.jpg,cửa hàng mở cửa lúc mấy giờ ?,lúc 9 h 30 hằng ngày
000000005229.jpg,có chiếc xe gì đậu trước ngôi nhà đang trong quá trình thi công ?,có chiếc xe tay ga màu trắng đậu trước ngôi nhà đang trong quá trình thi công
000000007124.jpg,tay của nam thanh niên đang cầm thứ gì ?,tay của cô gái
000000009522.jpg,chàng trai mang áo màu gì ?,chàng trai mang áo màu xanh dương
000000006770.jpg,người lái xe máy mặc áo màu gì ?,người lái xe máy mặc áo màu xanh lá
000000002627.jpg,nhà sách minh thuận nằm trên con đường nào ?,đường nguyễn trãi
000000002322.jpg,hai người đang đứng ở khu vực cách ly đặc biệt mặc đồ màu gì ?,hai người đứng ở khu vực cách ly đặc biệt mặc đồ màu trắng
000000000589.jpg,thương hiệu này ra đời từ năm nào ?,thương hiệu này ra đời từ năm 2005
000000000744.jpg,ai đứng gần người đàn ông mang mắt kính ?,đứng gần người đàn ông mang mắt kính là người đàn ông mặc áo màu cam
000000010158.jpg,quán bún này kinh doanh trên địa bàn quận nào ?,quán bún này kinh doanh trên địa bàn quận phú nhuận
000000006762.jpg,bảo vệ của siêu thị này mặc áo màu gì ?,bảo vệ của siêu thị này mặc áo màu xanh da trời
000000007390.jpg,ở khoảng giữa hai bánh xe trên thân xe buýt có cái gì ?,ở khoảng giữa hai bánh xe trên thân xe buýt có một tấm áp phích quảng cáo
000000006726.jpg,phía sau đám người đang đứng là hai chiếc xe gì ?,phía sau đám người đang đứng là hai chiếc xe tải
000000007638.jpg,có mấy cây dù ở trước tòa nhà màu hồng ?,có hai cây dù ở trước tòa nhà màu hồng
000000009463.jpg,tên của hãng xe là gì ?,tên của hãng xe là ngọc minh
000000009552.jpg,cô gái mặc đội nón lá tay ôm cặp đen đang mặc trang phụ như thế nào ?,áo dài trắng
000000003207.jpg,công ty ở đâu ?,"công ty ở phương nam , uông bí , quảng ninh"
000000010196.jpg,có bao nhiêu người ở đây ?,có hai người
000000002319.jpg,tầng dưới là tầng mấy ?,tầng dưới là tầng 4
000000003998.jpg,người phụ nữ mặc áo đỏ là ai ?,là người thuyết minh về các nhạc cụ dân tộc
000000002528.jpg,cửa hàng điện thoại thuộc tỉnh nào ?,cửa hàng điện thoại thuộc tỉnh đồng nai
000000002689.jpg,có bao nhiêu người đang đứng ?,không có ai cả
000000003172.jpg,cửa thàng thành phát audio nằm trên con đường nào ?,đường 30 tháng 4
000000008823.jpg,có hàng gì mới về ?,có bò úc nhập khẩu
000000000682.jpg,339 có những dịch vụ giữ xe nào ?,339 có dịch vụ giữ xe theo ngày và dịch vụ giữ xe theo tháng
000000006629.jpg,có bao nhiêu chiếc xe hơi đậu cạnh trạm xăng ?,có hai chiếc xe hơi đậu cạnh trạm xăng
000000007117.jpg,cả bốn người đàn ông đeo tai nghe đang đứng đối diện với thứ gì ?,bảo vật
000000006670.jpg,người đàn ông bên trái người phụ nữ đội mũ màu gì ?,đội mũ màu xanh dương
000000000953.jpg,cửa hàng đặc sản tây ninh út bình có văn phòng ở tỉnh thành nào ?,cửa hàng đặc sản tây ninh út bình có văn phòng ở tây ninh và thành phố hồ chí minh
000000002716.jpg,đây là quán gì ?,đây là quán phở
000000010604.jpg,cửa hàng xăng dầu có tên là gì ?,hoàn sơn
000000002509.jpg,có thể mua thứ gì tại sạp vĩnh hương ?,có thể mua túi xách tại sạp vĩnh hương
000000005721.jpg,thời tiết hiện tại như thế nào ?,trời đang nắng
000000010376.jpg,website của ledsun là gì ?,www . ledsun . vn
000000008990.jpg,hành lý sơn có giá bao nhiêu ?,35 500 đồng
000000008230.jpg,có bao nhiêu cột cờ ở trên sân ?,có một cột cờ ở trên sân
000000008842.jpg,siêu thị này có tên là gì ?,siêu thị có tên là coopmart
000000010146.jpg,có bao nhiêu người đứng ở trước cửa hàng 37 tạ hiện ?,hai người
000000004571.jpg,chiếc xe máy được dựng ở đâu ?,"trên vỉa hè , bên ngoài một căn nhà cổ"
000000008254.jpg,cô gái mặc váy cầm hoa tay nào ?,cô gái cầm hoa bằng hai tay
000000008323.jpg,cửa hàng vải nằm ở khu vực nào ?,cửa hàng vải nằm trong một khu chợ
000000004167.jpg,người đứng giữa đang cầm thứ gì trên tay ?,người đứng giữa đang cầm một phong bì trên tay
000000002314.jpg,lão nhội nằm ở đâu ?,lão nhội nằm ở giữa điểm xuất phát và dốc đá 3
000000002541.jpg,địa chỉ này thuộc thành phố nào ?,địa chỉ này thuộc thành phố hồ chí minh
000000009793.jpg,cô gái đội nón lá đang mang áo màu gì ?,cô gái đội nón lá đang mang áo dài màu trắng
000000007986.jpg,có bao nhiêu người đang ngồi ?,có bốn người
000000000790.jpg,hiệu trưởng tên gì ?,đoàn qúy
000000003059.jpg,đây là biển báo gì ?,đây là biển báo cấm xe cơ giới
000000010811.jpg,ngôi nhà được sơn màu gì là chủ đạo ?,màu vàng
000000007352.jpg,nước dưới hồ bơi có màu gì ?,nước dưới hồ bơi có màu xanh da trời
000000008794.jpg,co bao nhiêu người mang áo dài màu đỏ ?,có hai người mang áo dài màu đỏ
000000011119.jpg,hai con vật gì được khắc họa trên cánh cổng ?,con rồng và công
000000000840.jpg,mọi người đang tham dự sự kiện gì ?,mọi người đang tham dự sự kiện tưng bừng khai trương điểm giao dịch vinaphone số 138 trung kính
000000008184.jpg,người đàn ông mặc áo khoác đen đang làm gì ?,đang lựa trái cây
000000010492.jpg,chương trình đang diễn ra ở đâu ?,"big c thăng long , số 222 trần duy hưng , quận cầu giấy , thành phố hà nội"
000000006641.jpg,người phụ nữ áo đen đang làm gì ?,cô ấy đang cân đồ
000000010534.jpg,kệ hàng thuộc công ty nào ?,kệ hàng thuộc công ty vtc công nghệ và nội dung số
000000004193.jpg,có bao nhiêu chiếc xích lô đang chạy ở vòng xoay ?,ba chiếc
000000006584.jpg,khu công viên này được xây dựng ở đâu ?,ở ven một con sông
000000001490.jpg,bảng hiệu này thông báo điều gì ?,bảng hiệu này thông báo vị trí bình chữa cháy
000000008668.jpg,những căn nhà nằm bên nào của đường ?,những căn nhà nằm bên phải
000000002246.jpg,tấm bảng này đang giáo dục con người noi gương theo ai ?,tấm bảng này đang giáo dục con người noi gương theo hồ chí minh
000000005783.jpg,trong nhà có bao nhiêu ma nơ canh ?,có năm ma nơ canh
000000002748.jpg,trang web của cửa hàng này là gì ?,trang web của cửa hàng này là www . btstore . com . vn
000000009091.jpg,nhân viên trong tiệm mặc áo đồng phục là màu gì ?,màu đỏ
000000005096.jpg,cửa hàng này bán những vật dụng gì ?,"hàng lưu niệm , đồ trang trí"
000000007367.jpg,người đàn ông áo xanh da trời đeo đồng hồ ở đâu ?,đeo đồng hồ ở trên tay trái
000000007764.jpg,có bao nhiêu người đến mua rau chỗ người phụ nữ đeo khăn quàng cổ màu đỏ ?,không có ai đến mua
000000009153.jpg,có bao nhiêu chiếc đèn được treo ?,có hai chiếc đèn được treo
000000009843.jpg,người đàn ông đầu trọc mặc áo màu gì ?,màu trắng
000000002556.jpg,tên đầy đủ của công ty này là gì ?,tên đầy đủ của công ty này là cty cổ phần năng lượng đông á
000000003094.jpg,có bao nhiêu người đàn ông đang đứng ?,có bốn người
000000006595.jpg,chiếc ô tô đang di chuyển có màu gì ?,chiếc ô tô đang di chuyển có màu trắng
000000007204.jpg,cửa hàng này bán những gì ?,bán quần áo các loại
000000004963.jpg,đây là buổi nào trong ngày ?,đây là buổi sáng
000000001302.jpg,cửa tiệm này có những loại dịch vụ nào ?,"cửa tiệm này có nối mi , chăm sóc da mặt , dưỡng da - dưỡng tóc , wax - uốn mi , làm móng & trang trí , trang điểm dự tiệc"
000000005353.jpg,người đàn ông cầm điện thoại mang giày màu gì ?,người đàn ông cầm điện thoại mang giày màu đen
000000000965.jpg,lễ khánh thành được tài trợ bởi công ty nào ?,công ty vietcombank
000000010032.jpg,tiệm vàng này có mấy cửa ra vào ?,tiệm vàng này có hai cửa ra vào
000000008214.jpg,người đàn ông đang làm gì ?,ông ấy đang chỉ vào tấm bảng
000000005552.jpg,người phụ nữ đứng trước quầy rau đang mang áo màu gì ?,người phụ nữ đang mang áo màu xanh dương
000000001219.jpg,thẩm mỹ viện phía sau nhà hàng có tên là gì ?,thẩm mỹ viện có tên là lilia
000000010190.jpg,người đàn ông cầm loa đang đứng ở đâu ?,đang đứng trước cổng chợ long biên
000000009844.jpg,quán đỉnh phong nằm ở quận nào ?,quận bình thạnh
000000011133.jpg,tên của cửa hàng bách hoá là gì ?,cửa hàng bách hoá có tên là ánh hồng
000000009316.jpg,có bao nhiêu người phụ nữ đứng ở quầy chén sứ ?,có hai người phụ nữ đứng ở quầy chén sứ
000000002476.jpg,đây là đại lý của công ty nào ?,của công ty nissan
000000001590.jpg,hội quán game nằm ở đâu ?,"phường long bình , thành phố biên hòa"
000000011033.jpg,nhân viên ở đây mặc đồng phục màu gì ?,họ mặc đồng phục màu trắng
000000010646.jpg,cô gái mặc áo màu gì ?,màu trắng
000000008416.jpg,có bao nhiêu người đang ở trong chuồng bò ?,có bốn người đang ở trong chuồng bò
000000001681.jpg,số điện thoại liên hệ là bao nhiêu ?,0918534457
000000002179.jpg,hộp phở trộn này có khối lượng bao nhiêu ?,hộp phở trộn này có khối lượng 80 g
000000001134.jpg,có mấy người ở trước cửa hàng phương lan ?,có ba người
000000002434.jpg,quán ăn này công khai số điện thoại nào để mọi người liên hệ ?,0855391179
000000007832.jpg,có bao nhiêu người đang đi bộ ?,có hai người đang đi bộ
000000011158.jpg,mọi người đang đứng ở khu vực nào ?,mọi người đang đứng ở phố cầu mới
000000008338.jpg,người phụ nữ đang lấy quả cà chua bằng tay nào ?,lấy quả cà chua bằng tay phải
000000004128.jpg,người phụ nữ đang làm gì ?,đang đi cầu khỉ
000000004719.jpg,người đàn ông đứng cạnh cái micro đang mặc chiếc áo ra sao ?,ông ấy mặc áo sơ mi trắng
000000004163.jpg,người phụ nữ cầm thứ gì trên tay phải ?,người phụ nữ cầm một bịch bánh tráng trên tay phải
000000006551.jpg,những mặt hàng này được trưng bày ở đâu ?,trên kệ hàng trong một tạp hóa
000000010187.jpg,trong số ba đứa bé đi chung với người phụ nữ mặc áo đen có bao nhiêu đứa bé ngồi trong xe đẩy ?,một đứa
000000009143.jpg,đại lý này chuyên cung cấp vé máy bay của hãng nào ?,hãng vietnam airlines và jetstart
000000011153.jpg,giá bán của lạp xưởng vissan là bao nhiêu ?,141 000 đồng
000000003066.jpg,giá trị của chương trình ưu đãi dành cho mỗi khách hàng là bao nhiêu ?,giá trị của chương trình ưu đãi dành cho mỗi khách hàng là 1 500 000 đồng
000000008196.jpg,người phụ nữ này đang làm gì ?,đang sử dụng điện thoại di động
000000008890.jpg,chiếc xe máy này được bán ở đâu ?,ở cửa hàng phước thịnh
000000001332.jpg,cửa hàng nằm ở quận mấy ?,cửa hàng nằm ở quận 7
000000007380.jpg,người phụ nữ ở giữa mang khẩu trang màu gì ?,màu xanh dương
000000008538.jpg,cô gái đang cầm bao nhiêu đoá sen giấy ?,cô gái đang cầm hai đoá sen giấy
000000004333.jpg,hai cột đèn ở hai bên khuôn viên nhà thờ phát ra ánh sáng màu gì ?,hai cột đèn ở hai bên khuôn viên nhà thờ phát ra ánh sáng màu vàng
000000008059.jpg,các hàng hoá của chợ được đặt ở đâu ?,các hàng hoá được đặt trên thuyền
000000007760.jpg,ai là người đang kéo xe ?,người nông dân mặc áo màu xanh dương đang kéo xe
000000002825.jpg,"dòng chữ "" hợp thời trang "" được trang trí bằng màu gì ?","dòng chữ "" hợp thời trang "" được trang trí bằng màu xanh dương"
000000009301.jpg,chiếc món lá được đặt ở đâu ?,ở trước mặt người phụ nữ đang cầm hộp cơm
000000005302.jpg,người đàn ông đeo mặc quần lửng đang đứng ở đâu ?,trong siêu thị
000000008776.jpg,con đường này được xây dựng ở đâu ?,ở trên mặt biển
000000010256.jpg,tòa nhà có bao nhiêu cái cửa sổ ?,tòa nhà có hai cái cửa sổ
000000009128.jpg,có mấy người trong cửa hàng ?,có hai người
000000007793.jpg,trên những thanh gỗ có bao nhiêu dòng chữ ?,có bốn dòng chữ
000000008705.jpg,người mặc áo vàng đang đi qua thứ gì ?,cổng đền
000000010986.jpg,theo chiếc cột hướng dẫn thì hướng đi nào sẽ dẫn đến cổng chính ?,đi hướng trái sẽ dẫn đến cổng chính
000000007788.jpg,có bao nhiêu người đang đứng trong viện bảo tàng ?,có ba người đang đứng trong viện bảo tàng
000000010873.jpg,bức tượng tại khu vực này có màu gì ?,bức tượng có màu vàng
000000001379.jpg,bức ảnh được chụp vào dịp nào ?,bức ảnh được chụp vào những ngày giáp tết
000000003081.jpg,cửa hàng có số điện thoại là gì ?,cửa hàng có số điện thoại là 0966883456
000000000836.jpg,cây cầu này dẫn tới thành phố nào ?,cây cầu này dẫn tới thành phố nha trang
000000010985.jpg,có bao nhiêu chiếc bàn được để trước quán ?,một chiếc
000000004586.jpg,phương tiện di chuyển chủ yếu ở góc phố này là gì ?,phương tiện di chuyển chủ yếu ở góc phố này là xe máy
000000007539.jpg,có bao nhiêu tác phẩm nghệ thuật được trưng bày ?,có bảy tác phẩm nghệ thuật
000000001586.jpg,biển hiệu của căn nhà có màu vàng có tên gì ?,huyền bình
000000010370.jpg,có bao nhiêu người đứng phía bên phải của chiếc trực thăng ?,có một người đứng bên phải chiếc trực thăng
000000008805.jpg,cô gái mang giày trắng đeo cái túi xách màu gì ?,cô ấy đeo cái túi xách màu nâu
000000011129.jpg,có bao nhiêu chiếc xe máy ?,có một chiếc
000000002126.jpg,hai đứa trẻ đang đứng chơi ở đâu ?,ở nhà văn hóa xóm phú ninh
000000009003.jpg,đây là chỗ nào ?,đây là một khu chợ bán quần áo
000000007674.jpg,người phụ nữ ngồi bên trái người đội mũ tai bèo đang định làm gì ?,chụp ảnh
000000006540.jpg,người phụ nũ đang mặc trang phục gì ?,cô ấy mặc áo dài
000000006866.jpg,mọi người đang đứng trong khu vực nào ?,đang đứng trong một viện bảo tàng
000000010009.jpg,chàng trai đeo kính cầm micro bằng tay nào ?,tay phải
000000008831.jpg,bạn nữ này vừa đạp xe đến đâu ?,đến căn nhà cổ tấn ký
000000007788.jpg,người đàn ông áo trắng đang cầm túi xách bằng tay nào ?,đang cầm túi xách bằng tay phải
000000010753.jpg,cô gái đi trong hẻm ăn mặc ra sao ?,"áo sơ mi trắng , quần tây đen và giày trắng"
000000005851.jpg,chiếc xe này đang chạy ở đâu ?,ở trong một con hẻm
000000007975.jpg,có mấy cái lồng đèn ngoài cửa ?,có hai cái lồng đèn ngoài cửa
000000006793.jpg,trên bàn có những vật dụng gì ?,trên bàn có cái gạt tàn thuốc và cái ly nước
000000005385.jpg,những người phụ nữ này đang cầm vật gì ở trên tay ?,những cành hoa
000000001940.jpg,ai đang thuê quảng cáo trên xe của taxi thanh nga ?,emddi đang thuê quảng cáo trên xe của taxi thanh nga
000000007202.jpg,những người này đang tham dự sự kiện gì ?,họ đang tham dự hội sách
000000008429.jpg,trên đầu gối của người phụ nữ này có cái gì ?,có cái mũ bảo hiểm trên đầu gối của cô gái
000000005752.jpg,người đàn ông đeo kính đen đội mũ màu gì ?,người đàn ông đeo kính đen đội mũ màu đen
000000007976.jpg,người đàn ông mặc bộ đồ màu gì ?,người đàn ông mặc bộ đồ màu trắng
000000007672.jpg,cô gái đang đứng với ai ?,không ai cả
000000000812.jpg,quán ăn này bán những món gì ?,bán món bít tết
000000001818.jpg,công ty tên gì ?,công ty tnhh thương mại kĩ thuật htc
000000007621.jpg,trên những thân cây có gì ?,trên những thân cây có gắn những lá cờ
000000010849.jpg,người đàn bà này đang làm gì ?,bà ấy đang phát biểu trước báo chí
000000010376.jpg,logo của ledsun có màu chủ đạo là màu gì ?,có màu chủ đạo là màu đỏ
000000010985.jpg,cửa hàng bên phải quán cà phê có bao nhiêu chiếc xe đang đậu ở phía trước ?,hai chiếc
000000002978.jpg,cửa hàng này tên là gì ?,phở saigon
000000002067.jpg,địa chỉ của cửa hàng này là gì ?,địa chỉ của cửa hàng này là 239 hậu giang - p . 5 - q . 6
000000010206.jpg,có bao nhiêu thợ điện đang đi trên đường ?,có hai thợ điện đang đi trên đường
000000007717.jpg,rau được trưng bày ở tầng nào ?,ở tầng cuối cùng của kệ hàng
000000004624.jpg,người đàn ông mặc áo đỏ đi với ai ?,đi với cô gái mặc áo màu nâu
000000007395.jpg,mô hình con voi được đặt ở đâu ?,mô hình con voi được đặt trong một phòng trưng bày
000000001637.jpg,khu này tên gì ?,khu này tên sàigòn square
000000002184.jpg,những loại hình bất động sản nào được quan tâm nhất 20 21?,đất nền và chung cư
000000009753.jpg,có bao nhiêu người đứng trước cửa hàng bán vớ ?,có ba người đứng trước cửa hàng bán vớ
000000002514.jpg,trường có số điện thoại liên hệ là gì ?,050825185-050825184
000000009783.jpg,các học sinh đội mũ màu gì ?,màu đỏ
000000008169.jpg,chàng trai đứng phía bên nào so với cô gái ?,chàng trai đứng phía bên trái cô gái
000000008683.jpg,người phụ nữ bán thịt mang áo màu gì ?,màu vàng
000000004759.jpg,những món hàng có màu gì ?,những món hàng có màu đen
000000009343.jpg,có bao nhiêu người đang đứng mua ở quầy rau củ quả ?,không có ai đang đứng mua
000000005090.jpg,có bao nhiêu người mặc thường phục ?,có một người mặc thường phục
000000010242.jpg,trà được bán ở đâu ?,ở quầy hàng số 7
000000008162.jpg,trên bệ chỗ ghế ngồi trồng những loại cây gì ?,cây xương rồng
000000006223.jpg,chiếc áo của cậu bé có màu gì ?,màu đỏ
000000007539.jpg,có bao nhiêu người trong bức tranh bên phải ?,có bảy người trong bức tranh bên phải
000000005058.jpg,những ngôi nhà được xây dựng ở đâu ?,những ngôi nhà được xây trên mặt nước
000000002641.jpg,quầy hàng ở khu vực này bán những gì ?,bán các loại trái cây
000000004699.jpg,người phụ nữ đang xếp các thùng giấy đang mang áo màu gì ?,người phụ nữ đang mang áo màu tím
000000004292.jpg,cô gái áo hồng đang bế cái gì ?,cô gái áo hồng đang bế một bé gái
000000003256.jpg,lý tự trọng tên thật là gì ?,lê hữu trọng
000000002025.jpg,quán ăn này tên gì ?,quán dì hồng quán
000000005433.jpg,khu nhà này có mái màu gì ?,khu nhà này có mái màu nâu
000000003185.jpg,đây là đâu ?,đây là trường đại học luật thành phố hồ chí minh
000000006622.jpg,trái cây bày bán tại sạp này được đựng trong vật dụng gì ?,trái cây bày bán tại sạp này được đựng trong thùng xốp
000000007635.jpg,có bao nhiêu cây cầu dẫn đến cổng thành ?,có ba cây cầu dẫn đến cổng thành
000000006841.jpg,người mẹ mặc áo màu gì ?,người mẹ mặc áo màu đỏ
000000009979.jpg,có bao nhiêu chiếc xe phía trước bảo tàng ?,có một chiếc xe phía trước bảo tàng
000000004296.jpg,cô gái đang ở đâu ?,ở trên một vùng đồi núi
000000008524.jpg,có bao nhiêu cột cờ phía bên trái đài tưởng niệm ?,có ba cột cờ phía bên trái đài tưởng niệm
000000008875.jpg,nhà hàng này tên gì ?,hiến thủy
000000008997.jpg,hẻm 132 dẫn ra đường lộ nào ?,hẻm 132 dẫn ra đường đoàn văn bơ
000000006635.jpg,người ta treo thứ gì trên dây giăng ngang đường nhằm mục đích trang trí ?,họ treo những cái đèn lồng màu đỏ
000000011141.jpg,lề đường đối diện lề đường cô gái mặc áo xanh lá đang đi bộ có bao nhiêu chiếc xe máy đang đậu ?,hai chiếc
000000004740.jpg,mọi người đang đứng ở đâu ?,mọi người đang đứng trong một khu mua sắm
000000009644.jpg,dòng chữ tên của quán trà sữa trên biển hiệu có màu gì ?,dòng chữ tên của quán trà sữa trên biển hiệu có màu vàng
000000008717.jpg,đứa bé ôm chàng trai đang đội mũ màu gì ?,đứa bé đội mũ màu đen
000000008887.jpg,người đàn ông mặc áo màu gì ?,màu đỏ
000000002257.jpg,ủy ban nhân dân quận 1 ở đường nào ?,ở đường lê duẩn
000000002085.jpg,người đi đường đang ngồi ăn ở quán ăn nào ?,dê tươi 378
000000004448.jpg,nhà bên kua sông có màu gì ?,nhà bên kia sông có màu vàng
000000001551.jpg,nền của bìa sách màu gì ?,màu trắng
000000001376.jpg,cặp số 36 đã ra liên tiếp trong bao nhiêu ngày ?,cặp số 36 đã ra liên tiếp trong 2 ngày
000000008632.jpg,kệ hàng bên phải bày bán các loại mặt hàng gì ?,rau củ tươi
000000002454.jpg,khung cảnh của bức tranh đang là buổi nào trong ngày ?,buổi tối
000000002593.jpg,cửa hàng điện thoại đang cần tuyển dụng bao nhiêu nhân viên bán hàng ?,cửa hàng điện thoại đang cần tuyển dụng 10 nhân viên bán hàng
000000002099.jpg,màu chủ đạo của tàu tuần tra 8 004 của cảnh sát biển việt nam là gì ?,màu trắng là màu chủ đạo của tàu tuần tra 8 004 của cảnh sát biển việt nam
000000010270.jpg,quán cà phê tên gì ?,quán tên bin lê
000000006721.jpg,người phụ nữ áo xanh da trời đang bán hàng cho ai ?,đang bán hàng cho khách du lịch
000000009898.jpg,ngay dưới tên chợ có lắp cái gì ?,cái đồng hồ
000000008263.jpg,có bao nhiêu người đang ở trên chiếc xuồng ?,ba người
000000001459.jpg,bún riêu bề bề được bán với giá là bao nhiêu ?,bún riêu bề bề được bán với giá 35 000 đồng
000000002066.jpg,biển quảng cáo của công ty gì ?,của công ty vệ sinh môi trường đô thị
000000000902.jpg,đường lưu xuân tín rẽ trái là ra đường nào ?,đường trần hưng đạo
000000002361.jpg,chủ nhân của cửa hàng thư đình có tên là gì ?,chủ nhân của cửa hàng có tên là anh thư
000000000590.jpg,đây là đâu ?,khu vực cách ly
000000004536.jpg,biểu cảm của cô gái đang như thế nào ?,cô gái đang cười
000000005064.jpg,có bao nhiêu người phụ nữ đang đến xem tranh ?,một người
000000002208.jpg,sự kiện này diễn ra vào ngày mấy ?,sự kiện này diễn ra vào ngày 11 tháng 5 năm 2019
000000003201.jpg,lớp nhạc lê nam bắt đầu dạy vào lúc mấy giờ ?,lúc 8 h sáng
000000001075.jpg,cửa hàng này kinh doanh mặt hàng nào là chủ yếu ?,cửa hàng này kinh doanh thuốc là chủ yếu
000000009120.jpg,cửa hàng anh huy có những dịch vụ gì ?,"âm thanh , hình ảnh , bọc ghế da , trải sàn da , dán film cách nhiệt 3 m , classic , chống ồn , chống nóng các loại"
000000004801.jpg,chàng trai mang nón màu gì ?,màu đen
000000005580.jpg,vạch kẻ đường trên đoạn đường này có màu gì ?,vạch kẻ đường trên đoạn đường này có màu trắng
000000006297.jpg,cậu bé đi dạo phố với ai ?,với ba mẹ
000000002562.jpg,sự kiện này diễn ra nhằm mục đích gì ?,sự kiện này diễn ra nhằm mục đích mừng đảng mừng xuân đinh dậu 2017
000000002799.jpg,quán bình dân 07 có bán các món lẩu nào ?,"quán bình dân 07 có bán các món lẩu nướng , tiềm , hấp"
000000008198.jpg,có bao nhiêu người nằm phơi nắng ?,có bốn người nằm phơi nắng
000000006816.jpg,trên yên sau xe đạp của người đàn ông có thứ gì ?,những bó rau đang được đặt ở yên sau xe đạp của người đàn ông
000000005388.jpg,người đàn bà này đang chọn mua loại sản phẩm gì ?,mì gói
000000004458.jpg,chiếc áo người đàn ông đang mặc có màu gì ?,chiếc áo người đàn ông đang mặc có màu đen
000000008482.jpg,người phụ nữ áo vàng đang làm gì ?,người phụ nữ áo vàng đang đẩy xe hàng
000000009952.jpg,pinaco là công ty gì ?,công ty cổ phần ác quy miền nam
000000007530.jpg,gạch dưới sàn nhà là loại gạch có màu gì ?,gạch dưới sàn nhà có màu trắng
000000004559.jpg,có cái gì đang di chuyển trên sông ?,có con thuyền đang di chuyển trên sông
000000007696.jpg,cái gối màu gì ?,cái gối màu đỏ
000000008860.jpg,người đàn ông đang đứng mặc áo màu gì ?,màu trắng
000000001894.jpg,câu khẩu hiệu được ghi trên tấm bảng là gì ?,cháy lên để mà tỏa sáng
000000004724.jpg,chiếc xe máy có màu gì ?,màu xanh lá
000000002991.jpg,một cái nem nhỏ tại nhà hàng phùng đắc cường giá bao nhiêu ?,một cái nem nhỏ tại nhà hàng phùng đắc cường giá 2 k 5
000000003253.jpg,địa chỉ của cửa hàng là gì ?,"là 1459 quốc lộ 20 , ấp ngọc lâm 1 , xã xuân phú , huyện tân phú"
000000001544.jpg,vị sĩ quan này đang tham dự sự kiện gì ?,vị sĩ quan này đang tham dự sự kiện ngày thành lập báo hải quân việt nam và đón nhận huân chương bảo vệ tổ quốc hạng nhì
000000010595.jpg,sạp bán hàng thanh vân còn có tên là sạp gì ?,sạp vĩnh hảo
000000002009.jpg,siêu thị này nằm ở quận nào ?,quận 7
000000006259.jpg,chàng trai mang chiếc áo màu gì ?,màu nâu
000000005581.jpg,có bao nhiêu cô gái trong nhóm người đi bộ ?,có hai cô gái trong nhóm người đi bộ
000000001987.jpg,số liệu của biểu đồ cửa hàng được lấy từ nguồn nào ?,"số liệu của biểu đồ được lấy từ nguồn reuters , nielsen và vingroup"
000000006710.jpg,đây là bãi đậu của xe gì ?,đây là bãi đậu xe container
000000009139.jpg,người mặc quân phục công an đang giăng dây để làm gì ?,chặn đường đi
000000005420.jpg,có bao nhiêu người đang đưa tay ra phía trước ?,có một người đang đưa tay ra phía trước
000000003980.jpg,những cửa hàng này kinh doanh mặt hàng gì ?,kinh doanh các mặt hàng thời trang
000000000597.jpg,bức tường này của quán nước nào ?,quán cà phê thái
000000007176.jpg,cửa hàng người phụ nữ mặc áo khoác hồng đang đứng bán những mặt hàng gì ?,bán đồ trang trí giáng sinh
000000004776.jpg,mọi người đang làm gì ?,đang mua hàng trong siêu thị
000000001924.jpg,nếu đi thẳng ta sẽ đi đến đâu ?,ta sẽ đi đấn hà nội
000000004827.jpg,đây là khu vực nào ?,đây là một căn phòng trưng bày các bức tranh
000000010059.jpg,mọi người đang làm gì ?,đang mua sắm
000000008117.jpg,cô gái mang giày màu gì ?,cô ấy mang giày màu trắng
000000000674.jpg,cột mốc này cho biết còn cách huế bao nhiêu cây số nữa ?,46 cây số nữa
000000011082.jpg,người đàn ông đứng trên cầu thang đang làm gì ?,đang sửa chữa bảng hiệu
000000005000.jpg,người phụ nữ áo đen đang cầm chùm vải bằng tay nào ?,người phụ nữ áo đen đang cầm chùm vải bằng cả hai tay
000000006788.jpg,có bao nhiêu nhân viên đang đứng tính tiền cho người phụ nữ mặc áo thun xanh dương ?,có hai nhân viên
000000002683.jpg,quán này nằm ở đường nào ?,quán này nằm ở đường phúc diễn
000000004355.jpg,mọi người đang làm gì ?,đang ở khu tham quan di tích
000000000885.jpg,cửa hàng nằm trên con đường nào ?,cửa hàng nằm trên đường lê duẩn
000000006836.jpg,hoa trong bình có màu gì ?,hoa trong bình có màu vàng
